Visit Number ,Positive culture,sex,Age ,BW,Color,Clarity ,USG,ph,Protein,Glucose,Ketones,Bilirubin,Hemoprotein,Lipid Layer,WBC,RBC
3665CO,0,4,2.1,3.4,Yellow,Cloudy,1.012,8,0,0,0,0,150,Pos,3,12
3796CO,0,4,14.9,5.2,Other;LIGHT YELLOW,Hazy,1.013,6,25,0,0,0,250,Negative,3,5
72762EM,0,2,15.5,7.1,Yellow,SLHazy,1.022,6,0,1000,0,0,0,Pos,3,0
3912CO,0,2,0,4.2,Yellow,Hazy,1.028,6,25,0,0,0,250,Pos,3,50
4163CO,0,2,13.9,7.8,Yellow,Clear,1.048,7,25,0,0,0,0,Negative,3,0
4545CO,0,2,6.7,5.2,Yellow,SLHazy,1.024,6,25,0,0,0,250,Pos,10,8
4588CO,1,4,11.9,3.6,Straw,SLHazy,1.008,7,25,50,0,0,250,Negative,10,8
4588CO,0,4,11.9,3.6,Straw,SLHazy,1.008,7,25,50,0,0,250,Negative,10,8
4603CO,0,2,7.9,7,Red,Opaque,1.022,7,500,0,0,0,250,Negative,10,100
4906CO,0,2,5.6,4,Yellow,Cloudy,1.046,7,75,0,0,0,250,Pos,3,100
4930CO,0,4,15,4.7,Other;LIGHT YELLOW,Cloudy,1.015,6,25,0,0,0,0,Pos,3,0
4958CO,0,4,5.7,3.9,Straw,Cloudy,1.004,7,0,0,0,0,250,Negative,3,0
5212CO,0,2,10.5,6.8,Yellow,Clear,1.051,7,25,0,0,0,0,Pos,3,0
5351CO,0,4,14.4,6.1,Yellow,Hazy,1.041,6,25,0,0,0,50,Pos,3,5
72847EM,0,4,7.7,4,Red,Cloudy,1.012,7,75,0,0,0,250,Negative,3,100
5722CO,0,4,2,4.3,Other;Pink,Cloudy,1.016,7,75,0,0,0,250,Pos,3,100
5756CO,0,4,10.5,3.8,Yellow,Hazy,1.021,6,25,0,0,0,250,Pos,3,12
5756CO,0,4,10.5,3.8,Other;STRAW-PINK,Hazy,1.009,8,75,0,0,0,250,Pos,3,100
5756CO,0,4,10.5,3.8,Yellow,Hazy,1.021,6,25,0,0,0,250,Pos,3,12
5756CO,0,4,10.5,3.8,Other;STRAW-PINK,Hazy,1.009,8,75,0,0,0,250,Pos,3,100
5758CO,0,4,6.2,4.5,Other;PINK,Opaque,1.038,6,500,0,0,0,250,Negative,10,100
5947CO,1,4,13.4,3.5,Yellow,Hazy,1.012,6,25,300,0,0,10,Pos,3,0
6017CO,0,2,9.9,8.5,Yellow,SLHazy,1.02,7,75,0,0,0,50,Pos,3,18
6676CO,0,4,15,2.9,Yellow,Cloudy,1.016,6,75,0,0,1,250,Negative,20,100
72941EM,0,4,1.9,3.6,Straw,SLHazy,1.007,6,0,50,0,0,250,Negative,3,1
7010CO,0,4,13.5,4.5,Other;BLOOD TINGED,SLHazy,1.011,6,25,0,0,0,250,Pos,3,100
7181CO,0,2,15.4,6,Straw,SLHazy,1.011,7,0,0,0,0,150,Pos,3,18
7182CO,0,2,2.5,2.9,Yellow,SLHazy,1.02,6,25,0,0,0,50,Pos,3,8
7255CO,0,4,14,3.1,Straw,Clear,1.007,6,0,100,0,0,250,Negative,3,12
7332CO,1,4,11,4.4,Yellow,SLHazy,1.011,6,25,0,0,0,250,Pos,50,50
7378CO,1,2,13.1,3.3,Straw,SLHazy,1.014,5,25,1000,50,0,250,Pos,3,100
7378CO,1,2,13.2,3.3,Straw,Clear,1.01,7,0,1000,0,0,10,Negative,3,2
7378CO,1,2,13.1,3.3,Straw,SLHazy,1.014,5,25,1000,50,0,250,Pos,3,100
7378CO,1,2,13.2,3.3,Straw,Clear,1.01,7,0,1000,0,0,10,Negative,3,2
72995EM,0,2,12,5.5,Yellow,Hazy,1.033,6,25,0,0,0,0,Pos,3,0
7831CO,1,4,15,3.9,Yellow,Hazy,1.038,7,25,0,0,0,150,Pos,10,5
7893CO,0,4,15,5.5,Straw,Clear,1.009,6,0,0,0,0,10,Negative,3,0
7900CO,0,4,2,4.1,Other;PEACH,Opaque,1.042,8,75,0,0,0,250,Pos,10,100
7901CO,0,4,11,3.1,Yellow,SLHazy,1.019,6,0,0,0,0,0,Negative,3,0
7903CO,1,4,16.7,,Straw,Cloudy,1.013,6,25,0,0,0,150,Pos,100,12
8419CO,0,2,18,6.9,Yellow,SLHazy,1.011,7,25,0,0,0,250,Pos,3,100
9082CO,0,4,14,3,Yellow,Hazy,1.017,6,25,0,0,0,50,Pos,3,0
73123EM,1,4,15,4.5,Yellow,Hazy,1.015,6,75,0,0,0,250,Pos,100,50
9222CO,0,4,10,4.5,Yellow,Hazy,1.016,5,0,0,0,0,250,Pos,3,18
9588CO,0,2,16,2.6,Yellow,Cloudy,1.032,6,25,0,0,0,10,Pos,3,0
9588CO,0,2,16,2.6,Yellow,SLHazy,1.013,7,0,0,0,0,0,Pos,3,0
468865M,0,2,11,,Yellow,SLHazy,1.033,6,75,0,0,0,250,Negative,10,18
9610CO,0,4,15,2.3,Yellow,SLHazy,1.014,5,75,0,0,0,150,Negative,3,2
9713CO,0,4,11,4,Yellow,SLHazy,1.014,6,0,0,0,0,0,Pos,3,0
9845CO,0,2,10.1,5.2,Yellow,SLHazy,1.034,6,25,1000,0,0,50,Pos,3,8
9850CO,1,4,14.1,3.1,Straw,SLHazy,1.012,6,75,0,0,0,150,Pos,100,12
9928CO,0,4,8.5,3.2,Yellow,Cloudy,1.021,6,75,0,0,0,250,Pos,3,100
9931CO,0,4,9.7,3,Yellow,SLHazy,1.013,6,150,0,0,0,50,Pos,3,8
142CP,0,4,16.3,4.7,Yellow,SLHazy,1.014,5,25,0,0,0,250,Pos,10,100
252CP,0,1,0.3,2.5,Yellow,Clear,1.013,7,0,0,0,0,0,Pos,3,0
290CP,0,4,6.3,4.4,Red,Opaque,1.023,7,150,0,0,1,250,Pos,3,100
315CP,0,2,13.2,3.1,Straw,SLHazy,1.022,6,0,1000,0,0,50,Pos,3,50
407CP,1,4,12,2.2,Yellow,Clear,1.013,7,150,0,0,0,10,Negative,3,0
540CP,1,4,16.8,2.7,Straw,Hazy,1.012,5,25,0,0,0,10,Pos,50,0
793CP,0,2,13.2,3,Red,Cloudy,1.014,8,500,1000,0,0,250,Pos,3,100
1065CP,0,2,2.5,6,Straw,Cloudy,1.008,8,25,0,0,0,250,Negative,3,100
1146CP,0,4,11.3,5.5,Straw,Clear,1.008,7,0,0,0,0,150,Negative,3,50
1146CP,0,4,11.3,5.5,Straw,Clear,1.008,7,0,0,0,0,150,Negative,3,50
1146CP,0,4,11.3,5.5,Straw,Clear,1.008,7,0,0,0,0,150,Negative,3,50
1146CP,0,4,11.3,5.5,Straw,Clear,1.008,7,0,0,0,0,150,Negative,3,50
73276EM,0,2,4.6,6.4,Other;AMBER,Cloudy,1.046,7,25,1000,0,6,250,Negative,3,100
1285CP,0,4,5,3.8,Yellow,Cloudy,1.022,6,150,0,0,0,10,Pos,3,2
1322CP,0,2,14.1,4.1,Yellow,Hazy,1.026,6,25,0,0,0,0,Negative,10,5
1455CP,0,4,10.6,3.4,Other;PEACH,Hazy,1.015,6,150,0,0,0,250,Pos,3,100
1586CP,0,4,15.5,3,Yellow,Hazy,1.03,6,75,0,0,0,250,Pos,3,0
1852CP,0,2,16.7,,Yellow,Hazy,1.032,5,75,0,0,0,250,Negative,10,18
1980CP,1,2,4.1,4.7,Yellow,SLHazy,1.017,6,25,0,0,0,250,Pos,20,100
2065CP,0,4,16.1,3.1,Straw,SLHazy,1.013,6,0,0,0,0,0,Pos,3,2
2213CP,0,2,8.1,6.9,Yellow,Hazy,1.034,6,25,1000,0,0,0,Floc,3,0
2335CP,0,4,5,4.2,Yellow,Hazy,1.027,6,25,0,0,0,0,Pos,3,0
2540CP,0,2,18.1,5.4,Yellow,SLHazy,1.02,6,0,0,0,0,0,Pos,3,0
2558CP,0,4,13.8,4.4,Straw,SLHazy,1.015,6,75,0,0,0,250,Negative,50,100
2558CP,0,4,13.8,4.4,Straw,SLHazy,1.015,6,75,0,0,0,250,Negative,50,100
2874CP,0,2,4.8,5.6,Red,Opaque,1.035,8,150,0,0,0,250,Negative,10,100
2967CP,0,2,10,4.6,Yellow,Cloudy,1.029,6,75,0,0,0,250,Pos,20,100
2972CP,0,2,7.1,6,Yellow,Hazy,1.031,8,25,0,0,0,10,Pos,3,2
3176CP,0,2,7.8,5.2,Yellow,Clear,1.01,6,25,0,0,0,50,Negative,3,0
3386CP,0,2,9.1,6,Yellow,Hazy,1.029,6,25,0,0,0,250,Pos,10,100
3868CP,0,2,6.1,3.5,Yellow,SLHazy,1.011,6,150,50,0,0,250,Negative,10,8
3978CPRTH,1,2,3.1,,Yellow,Cloudy,1.017,6,75,0,0,0,250,Negative,3,100
73449EM,1,4,17.1,4.1,Yellow,Opaque,1.023,6,75,0,0,1,250,Pos,100,24
4564CP,0,2,0,4.3,Other;PEACH,Cloudy,1.032,8,150,0,0,0,250,Pos,3,100
4644CP,0,4,5.1,3.6,Yellow,SLHazy,1.014,6,25,50,0,0,0,Pos,3,0
4690CP,0,4,12.8,6,Yellow,Hazy,1.03,6,25,0,0,0,250,Pos,3,100
4888CP,0,2,6.8,4.8,Yellow,Hazy,1.045,6,25,0,0,0,10,Pos,3,50
5088CP,0,2,9.1,7.5,Yellow,Hazy,1.057,7,25,0,0,0,0,Pos,3,0
5104CP,0,2,18.1,5.4,Straw,SLHazy,1.011,7,0,0,0,0,50,Negative,3,8
5559CP,0,4,6.8,3,Yellow,Hazy,1.048,6,25,0,0,0,0,Pos,3,0
6394CP,0,2,12.6,7,Yellow,Cloudy,1.025,6,25,0,0,0,0,Pos,3,0
6510CP,0,2,5.2,4.9,Yellow,SLHazy,1.033,6,75,0,0,0,0,Pos,3,0
6533CP,0,4,10.2,3.3,Straw,SLHazy,1.009,6,0,0,0,0,250,Pos,3,100
6533CP,0,4,10.2,3.3,Straw,SLHazy,1.009,6,0,0,0,0,250,Pos,3,100
6586CP,0,4,15.3,5.2,Straw,SLHazy,1.015,6,25,0,0,0,250,Negative,3,8
6960CP,0,4,16.5,4.4,Straw,SLHazy,1.011,5,75,0,0,0,50,Negative,3,2
7469CP,0,4,4.3,4.2,Colorless,Hazy,1.03,7,25,50,0,0,250,Negative,3,100
7636CP,1,4,10.2,5.2,Yellow,Hazy,1.015,6,150,0,0,0,250,Negative,100,100
7654CP,0,2,12.2,7,Other,Hazy,1.014,6,75,0,0,0,250,Pos,3,100
7655CP,0,2,9.7,5,Yellow,Hazy,1.04,6,25,0,0,0,250,Negative,3,100
7830CP,0,2,8.2,4.7,Yellow,Hazy,1.027,6,75,0,0,0,250,Pos,3,50
8165CP,0,2,16.2,3,Yellow,SLHazy,1.014,5,25,0,0,0,150,Pos,3,24
8574CP,1,4,16.9,3.1,Yellow,Clear,1.014,5,0,0,0,0,0,Pos,3,0
8823CP,0,2,9.2,5,Other;BLOOD TINGED,SLHazy,1.013,6,150,0,0,0,250,Negative,3,100
9022CP,0,2,12.2,5.3,Yellow,SLHazy,1.011,6,25,0,0,0,250,Pos,3,50
9022CP,0,4,12.2,5.3,Yellow,SLHazy,1.011,6,25,0,0,0,250,Pos,3,50
9022CP,0,4,12.2,5.3,Yellow,SLHazy,1.011,6,25,0,0,0,250,Pos,3,50
9022CP,0,4,12.2,5.3,Yellow,SLHazy,1.011,6,25,0,0,0,250,Pos,3,50
9036CP,0,2,14.2,7,Yellow,Clear,1.04,6,75,1000,0,0,0,Pos,10,0
9179CP,1,2,9,5.4,Yellow,SLHazy,1.028,7,25,50,0,0,10,Pos,3,12
9192CP,0,4,11.9,4.4,Yellow,Hazy,1.016,7,0,50,0,0,0,Pos,3,0
9321CP,0,4,8.2,4,Yellow,SLHazy,1.008,5,25,100,0,3,250,Negative,3,18
9531CP,0,2,16.2,4.9,Other;LIGHT PEACH,SLHazy,1.01,8,25,0,0,0,250,Pos,3,100
9857CP,0,4,13.2,6.3,Yellow,Cloudy,1.046,7,150,0,0,0,250,Pos,10,100
9859CP,0,4,19,4.4,Straw,SLHazy,1.01,7,0,0,0,0,10,Negative,3,5
536CQ,0,4,18.1,2.9,Straw,SLHazy,1.018,5,25,0,0,0,250,Negative,3,12
539CQ,0,4,12,4.9,Yellow,Hazy,1.06,6,25,0,0,0,0,Pos,10,1
680CQ,1,4,18,3.6,Yellow,SLHazy,1.014,6,75,0,0,0,250,Floc,50,2
718CQ,0,4,15.3,3.6,Other;PINK,Cloudy,1.018,7,75,1000,0,0,250,Pos,10,100
878CQ,0,4,4.4,5.2,Other,Hazy,1.013,8,0,0,0,6,0,Pos,10,0
888CQ,0,2,13,4.5,Other;LIGHT PEACH,SLHazy,1.014,6,75,0,0,0,250,Pos,3,100
965CQ,1,2,3,5.3,Red,Opaque,1.025,7,150,0,0,0,250,Negative,10,100
1150CQ,0,2,14,7.2,Red,Opaque,1.024,7,500,0,0,0,150,Negative,50,100
73722EM,1,4,12.3,4.2,Yellow,Hazy,1.013,6,150,0,0,0,250,Pos,100,100
1168CQ,0,2,3,5.2,Other;PEACH,Cloudy,1.022,7,150,300,0,0,250,Pos,20,100
1222CQ,0,2,14.1,4,Yellow,Hazy,1.027,6,25,0,0,0,0,Pos,3,0
1584CQ,0,2,16.3,4.1,DrkYel,Cloudy,1.044,7,75,0,0,3,150,Pos,50,24
73743EM,0,2,4.3,2.6,Straw,Clear,1.012,6,25,1000,0,0,150,Negative,3,24
1958CQ,0,4,10.3,4.2,Yellow,Hazy,1.015,6,0,0,0,0,10,Pos,3,5
2030CQ,1,4,6.6,4.4,Red,Opaque,1.032,6,150,0,0,1,250,Negative,10,100
2136CQ,0,2,9.3,3.9,Colorless,Clear,1.007,6,0,0,0,0,10,Pos,3,2
2184CQ,0,2,14.6,4.8,Yellow,SLHazy,1.023,6,25,0,0,3,10,Pos,3,0
2515CQ,0,4,5.3,3.9,Yellow,SLHazy,1.011,6,150,50,0,0,50,Pos,3,12
2658CQ,0,4,20.3,3.3,Straw,SLHazy,1.007,7,25,0,0,0,250,Pos,3,100
2788CQ,0,2,5.2,6,Red,Opaque,1.035,6,150,0,0,0,250,Pos,3,100
2788CQ,0,2,5.2,6,Red,Opaque,1.034,6,150,0,0,1,250,Pos,3,100
2788CQ,0,2,5.2,6,Red,Opaque,1.035,6,150,0,0,0,250,Pos,3,100
2788CQ,0,2,5.2,6,Red,Opaque,1.034,6,150,0,0,1,250,Pos,3,100
2833CQ,0,4,10.3,5.5,Yellow,SLHazy,1.016,5,0,0,0,0,250,Pos,10,50
3063CQ,1,4,10.3,4.3,Yellow,Hazy,1.011,5,75,1000,5,0,250,Negative,20,5
3157CQ,0,2,7.3,4.1,Yellow,SLHazy,1.016,6,150,0,0,0,150,Pos,3,18
3157CQ,0,2,7.3,4.1,Yellow,SLHazy,1.016,6,150,0,0,0,150,Pos,3,18
3301CQ,0,2,0,5.2,Yellow,Clear,1.01,7,75,300,0,0,150,Negative,3,24
3336CQ,0,4,14.9,4.6,Yellow,SLHazy,1.046,7,75,0,0,0,0,Pos,3,0
3437CQ,0,4,13.5,4.8,Yellow,Hazy,1.022,6,75,0,0,0,250,Floc,3,100
3582CQ,0,2,11.3,6.3,Yellow,Cloudy,1.042,7,75,0,0,0,10,Pos,3,5
73825EM,0,2,13.3,7.2,Yellow,Hazy,1.026,7,150,50,0,0,250,Pos,3,100
3790CQ,0,2,6,5.2,Yellow,Hazy,1.044,7,75,0,0,0,10,Negative,10,12
3840CQ,0,2,5,4.3,Red,Opaque,1.042,7,150,100,0,0,250,Pos,20,100
3878CQ,1,2,10.4,5.8,Straw,Clear,1.041,6,25,1000,0,0,0,Negative,3,0
3979CQ,0,2,10.3,4.7,Straw,Clear,1.012,7,0,0,0,0,250,Negative,3,100
3979CQ,0,2,10.3,4.7,Straw,Clear,1.012,7,0,0,0,0,250,Negative,3,100
4080CQ,1,4,17,3.2,Yellow,Cloudy,1.01,7,0,0,0,0,10,Pos,100,2
4125CQ,0,2,16.1,5.2,Red,Cloudy,1.02,5,150,0,0,0,250,Pos,10,100
4125CQ,0,2,16.1,5.2,Red,Cloudy,1.017,6,150,0,0,0,250,Pos,3,100
4160CQ,0,4,11.5,6,Yellow,Cloudy,1.034,6,75,0,0,0,250,Floc,3,2
4202CQ,0,1,0,0.917,Yellow,Clear,1.043,6,0,0,0,0,10,Pos,3,2
73878EM,0,2,13.6,3.6,Yellow,SLHazy,1.011,6,25,1000,15,0,150,Pos,3,5
4279CQ,0,4,14.3,3.2,Yellow,SLHazy,1.016,5,25,0,0,0,250,Pos,3,50
4573CQ,0,4,11.9,4.3,Yellow,SLHazy,1.013,5,25,0,0,0,0,Negative,3,0
4600CQ,0,2,19.3,4.5,Straw,SLHazy,1.01,7,25,300,0,0,250,Negative,3,50
4603CQ,0,4,11.5,3.6,Yellow,SLHazy,1.043,7,25,1000,0,1,0,Pos,10,12
4921CQ,0,4,10.3,5.5,Yellow,SLHazy,1.021,5,25,0,0,0,250,Pos,3,100
5090CQ,0,2,7.3,3.7,Yellow,Clear,1.012,5,25,0,0,0,250,Pos,3,18
5338CQ,0,4,6.1,3.6,Straw,SLHazy,1.014,6,75,50,0,0,10,Pos,3,2
5566CQ,0,2,13.9,8.7,Yellow,Hazy,1.046,7,25,1000,0,0,250,Negative,3,100
5712CQ,0,4,9,4.8,Yellow,SLHazy,1.051,7,25,0,0,0,0,Pos,3,0
5738CQ,1,4,14.4,2.3,Straw,Cloudy,1.011,6,75,0,0,0,10,Negative,100,2
5788CQ,0,3,10,2.8,Red,Cloudy,1.011,7,75,0,0,1,250,Pos,3,100
5897CQ,1,4,17.1,3.2,Straw,SLHazy,1.01,6,25,0,0,0,0,Negative,3,0
6072CQ,0,4,7.4,3.8,Straw,Clear,1.01,6,0,0,0,0,10,Pos,3,5
6223CQ,0,4,6.4,3.6,Yellow,Clear,1.01,7,0,0,0,0,10,Pos,3,1
6315CQ,0,4,3.8,4.4,Yellow,Cloudy,1.055,7,75,0,0,0,0,Floc,3,2
74001EM,0,2,1,3.3,Yellow,SLHazy,1.029,7,75,0,0,0,150,Floc,3,18
6389CQ,0,1,3.4,10.5,Other;ORANGE,Opaque,1.03,7,150,0,0,0,250,Negative,10,100
6518CQ,0,2,17.2,3.2,Straw,Hazy,1.01,6,25,0,0,0,250,Pos,3,1
6639CQ,0,2,11.4,7,Yellow,Clear,1.051,7,75,1000,0,0,50,Negative,3,24
7199CQ,1,4,13.6,,Yellow,Hazy,1.045,7,25,0,0,0,0,Pos,3,0
7218CQ,0,4,4.8,4.1,Red,Opaque,1.036,7,75,0,0,0,250,Pos,3,100
7384CQ,0,4,15.4,3.4,Colorless,Clear,1.007,6,0,0,0,0,10,Pos,3,2
7608CQ,0,2,14.3,4,Yellow,SLHazy,1.009,7,0,0,0,0,0,Pos,3,0
7615CQ,0,2,4.4,8.2,Red,Opaque,1.027,7,150,0,0,0,250,Negative,10,100
7933CQ,0,1,10.8,6.5,Yellow,SLHazy,1.048,6,25,0,0,0,0,Pos,3,0
8042CQ,0,2,0,5.2,Straw,Hazy,1.012,7,0,0,0,0,250,Pos,3,100
8114CQ,0,2,13.2,4.5,Other;ORANGE,Hazy,1.009,6,150,0,0,0,250,Negative,3,100
8114CQ,0,2,13.2,4.5,Other;ORANGE,Hazy,1.009,6,150,0,0,0,250,Negative,3,100
8114CQ,1,2,13.2,4.5,Other;ORANGE,Hazy,1.009,6,150,0,0,0,250,Negative,3,100
8572CQ,0,2,7.4,5,Yellow,Hazy,1.035,6,25,0,0,0,10,Pos,3,0
8628CQ,0,4,16.4,3.2,Yellow,Cloudy,1.015,6,75,0,0,0,250,Negative,3,100
8950CQ,1,2,15,3,Yellow,SLHazy,1.017,8,150,0,0,0,250,Pos,10,50
9111CQ,0,2,13.4,3.2,Straw,SLHazy,1.008,6,25,0,0,0,50,Negative,3,2
9167CQ,0,2,15.4,3.8,Straw,Clear,1.01,6,25,0,0,0,10,Pos,3,2
9324CQ,0,2,4.4,7.3,Other;REDDISH-ORANGE,Opaque,0,0,0,0,0,0,0,Negative,100,100
9384CQ,1,4,11.8,5.9,Red,SLHazy,1.013,6,150,0,0,0,250,Negative,100,100
9384CQ,1,4,11.8,5.9,Red,SLHazy,1.013,6,150,0,0,0,250,Negative,100,100
9532CQ,1,4,15.4,2.7,Yellow,Clear,1.013,5,0,0,0,0,50,Pos,20,8
9587CQ,0,4,17.4,5.1,Straw,Hazy,1.007,6,75,0,0,0,250,Negative,3,2
9933CQ,0,2,7.4,5.4,Straw,Clear,1.01,5,75,50,0,0,50,Pos,3,5
80CR,0,2,15.4,4.9,Yellow,SLHazy,1.02,6,25,0,0,0,250,Pos,3,100
111CR,1,4,18.4,4.2,Yellow,Hazy,1.013,5,25,0,0,0,10,Pos,100,2
309CR,0,2,5.9,5.6,Yellow,Hazy,1.051,7,25,0,0,0,0,Pos,3,0
583CR,1,2,13.2,3.7,Yellow,Cloudy,1.01,5,150,0,0,0,250,Pos,100,100
583CR,0,2,13.2,3.7,Yellow,Cloudy,1.01,5,150,0,0,0,250,Pos,100,100
706CR,0,2,11.5,7.3,Straw,Clear,1.03,6,0,1000,0,0,0,Negative,3,0
791CR,0,2,11.5,5,Straw,Clear,1.007,5,25,0,0,0,250,Negative,3,50
799CR,0,4,14.5,4.9,Yellow,Clear,1.034,6,25,0,0,0,0,Negative,3,2
960CR,0,2,6.9,5.6,Amber,Cloudy,1.031,7,75,0,0,0,250,Negative,10,100
995CR,1,4,18.5,5.3,Yellow,Clear,1.014,5,0,0,0,0,150,Negative,3,18
1068CR,1,2,6.8,6.6,Yellow,SLHazy,1.01,7,75,0,0,0,250,Pos,10,24
1092CR,0,2,12.5,4.5,Straw,Clear,1.007,5,25,0,0,0,250,Negative,3,5
1162CR,0,4,2.7,3.2,Yellow,Hazy,1.022,8,75,0,0,0,250,Pos,10,100
1978CR,0,4,6.5,2.9,Yellow,SLHazy,1.012,6,0,0,0,0,150,Pos,3,18
2042CR,0,4,10,6.8,Other;PEACH,Cloudy,1.015,7,500,50,0,0,250,Negative,3,100
2042CR,0,4,10,6.8,Other;PEACH,Cloudy,1.015,7,500,50,0,0,250,Negative,3,100
2042CR,0,4,10,6.8,Other;PEACH,Cloudy,1.015,7,500,50,0,0,250,Negative,3,100
2042CR,0,4,10,6.8,Other;PEACH,Cloudy,1.015,7,500,50,0,0,250,Negative,3,100
2042CR,0,4,10,6.8,Other;PEACH,Cloudy,1.015,7,500,50,0,0,250,Negative,3,100
2274CR,0,4,10.2,3.5,DrkYel,Cloudy,1.034,6,75,0,0,1,250,Pos,3,100
2345CR,0,2,7.5,4.9,Yellow,Hazy,1.03,7,25,0,0,0,0,Pos,3,0
2364CR,0,2,19,4.3,Straw,Clear,1.025,6,0,1000,0,0,10,Negative,3,2
2607CR,0,2,18.5,6.9,Yellow,SLHazy,1.011,8,25,0,0,0,250,Pos,3,100
74363EM,0,3,2.9,4.6,Straw,SLHazy,1.011,6,75,0,0,0,250,Pos,3,12
3216CR,0,2,16.3,5,Red,Opaque,1.02,6,150,0,0,0,250,Negative,3,100
3520CR,0,2,10.7,4.1,Straw,SLHazy,1.025,6,25,1000,0,0,0,Negative,3,0
3568CR,0,1,13.7,5.1,Straw,SLHazy,1.006,5,25,50,0,0,50,Negative,3,0
3582CR,0,2,17.5,3.7,Yellow,SLHazy,1.014,5,0,0,0,0,250,Negative,3,5
3628CR,1,2,5.5,6.8,Yellow,SLHazy,1.033,8,75,0,0,0,250,Negative,3,100
3792CR,1,4,14.5,3,Yellow,SLHazy,1.014,6,25,0,0,0,10,Pos,100,2
4084CR,0,2,6.8,4.2,Straw,Clear,1.017,5,75,100,0,0,10,Negative,3,0
74439EM,1,4,15.5,6,Yellow,SLHazy,1.022,7,25,0,0,0,10,Floc,10,2
4206CR,0,2,4.5,7.4,Yellow,Hazy,1.045,7,75,0,0,0,150,Floc,3,18
4236CR,0,2,12.1,3.9,Yellow,Cloudy,1.029,6,75,0,0,0,250,Pos,3,5
4238CR,1,2,12.7,9.6,Yellow,SLHazy,1.022,5,25,0,0,3,0,Pos,3,0
74473EM,0,2,15.5,2.7,Yellow,Cloudy,1.02,5,75,0,0,0,50,Pos,3,12
4475CR,0,3,2.9,4.1,Yellow,SLHazy,1.02,6,150,0,0,0,250,Pos,3,100
74481EM,0,2,12.5,7.1,Straw,Clear,1.01,5,25,1000,0,0,10,Pos,3,0
4722CR,0,2,11.5,3,Straw,SLHazy,1.011,6,0,0,0,0,10,Negative,3,2
74490EM,0,2,7.5,8.1,Red,Opaque,1.043,8,150,0,0,0,250,Negative,3,100
478640M,0,2,0,,Yellow,SLHazy,1.055,7,75,0,0,0,150,Pos,3,12
5412CR,0,4,10.5,5.7,Yellow,Hazy,1.023,6,75,0,0,0,250,Pos,10,100
5464CR,0,4,14.6,8.4,Yellow,Hazy,1.025,6,150,0,0,0,250,Pos,3,100
5562CR,1,4,17.3,3.1,Straw,SLHazy,1.011,5,25,0,0,0,0,Negative,3,0
5566CR,1,4,17.3,2.9,Straw,Hazy,1.009,7,25,0,0,0,10,Negative,100,0
5585CR,1,2,13.3,3.9,Red,Cloudy,1.014,6,150,0,0,0,250,Negative,3,100
5622CR,0,2,6.4,6.5,Yellow,Hazy,1.05,6,25,0,0,0,10,Pos,3,8
5666CR,0,2,14.6,3.8,Yellow,Cloudy,1.023,7,75,1000,15,6,250,Pos,3,8
5670CR,0,2,15.6,5,Straw,SLHazy,1.029,6,25,1000,0,0,10,Pos,3,2
74562EM,1,4,4.3,4.8,Yellow,Hazy,1.053,6,25,0,0,0,150,Pos,3,24
74574EM,0,2,1.3,3.7,Yellow,Hazy,1.053,6,75,0,0,0,250,Pos,10,100
6377CR,0,2,13.6,5.6,Yellow,Hazy,1.025,6,75,300,0,0,10,Pos,3,12
6411CR,0,2,7.6,4.7,Other;YELLOW-BROWN,Cloudy,1.026,6,75,0,0,0,250,Pos,3,100
7071CR,1,4,14.2,3.5,Yellow,Hazy,1.015,5,25,50,0,0,10,Pos,100,2
74619EM,1,4,14.6,3.8,Yellow,Hazy,1.016,7,25,0,0,0,250,Pos,100,100
7462CR,0,2,8.1,7.5,Yellow,SLHazy,1.051,6,25,1000,0,0,0,Pos,3,2
7545CR,0,4,2.6,4.5,Straw,Hazy,1.011,6,150,300,0,0,10,Pos,3,2
74645EM,1,2,1.7,4,Yellow,SLHazy,1.05,6,25,0,0,0,0,Pos,3,0
74657EM,0,1,0.8,5.6,Red,Opaque,1.057,7,500,0,0,0,250,Negative,3,100
8058CR,1,2,13.4,4,Straw,Hazy,1.013,5,75,0,0,0,250,Negative,3,100
8059CR,0,3,10.3,3.5,Straw,SLHazy,1.007,7,0,0,0,0,0,Pos,3,2
8131CR,0,4,5.6,4.4,Yellow,SLHazy,1.02,6,150,100,0,0,10,Pos,3,5
8440CR,0,3,14.6,4,Yellow,Cloudy,1.016,6,25,0,0,0,10,Pos,3,2
8594CR,0,2,17.6,3.8,Yellow,SLHazy,1.014,6,25,0,0,0,250,Pos,3,50
8822CR,0,4,10.6,6,Yellow,Hazy,1.016,5,25,100,0,0,250,Negative,20,100
8840CR,1,2,18.6,6.8,Yellow,Hazy,1.011,7,25,0,0,0,250,Negative,3,100
8850CR,1,2,5.5,3.8,Yellow,Hazy,1.018,7,0,0,0,0,0,Pos,3,0
74701EM,0,4,11.6,4.2,Yellow,Cloudy,1.05,5,150,50,0,3,250,Pos,3,100
9248CR,0,4,7.6,2.8,Straw,Clear,1.009,7,0,0,0,0,10,Negative,3,2
9358CR,0,2,3.1,5.1,Yellow,Hazy,1.007,7,25,0,0,0,250,Pos,3,100
9389CR,1,4,10,5.3,Yellow,Cloudy,1.018,6,25,0,0,0,250,Negative,100,100
